Time (s),Frame,Event
14.64,864,Person 1412 Walking
14.64,864,Person 1698 Walking
14.64,864,Person 1700 Walking
14.64,864,Person 1656 Walking
14.64,864,Crowded Scene (12 people)
14.66,865,Person 1671 Walking
14.66,865,Person 1700 Walking
14.66,865,Person 1656 Walking
14.66,865,Crowded Scene (14 people)
14.68,866,Person 1656 Walking
14.68,866,Crowded Scene (14 people)
14.69,867,Person 1663 Walking
14.69,867,Person 1698 Walking
14.69,867,Crowded Scene (12 people)
14.71,868,Person 1659 Walking
14.71,868,Person 1698 Walking
14.71,868,Person 1709 Walking
14.71,868,Crowded Scene (12 people)
14.73,869,Person 1663 Walking
14.73,869,Person 1698 Walking
14.73,869,Person 1700 Walking
14.73,869,Crowded Scene (11 people)
14.75,870,Person 1698 Walking
14.75,870,Person 1700 Walking
14.75,870,Crowded Scene (10 people)
14.76,871,Person 1698 Walking
14.76,871,Crowded Scene (9 people)
14.78,872,Person 1698 Walking
14.78,872,Crowded Scene (9 people)
14.80,873,Person 1698 Walking
14.80,873,Person 1709 Walking
14.80,873,Crowded Scene (9 people)
14.81,874,Person 1698 Walking
14.81,874,Crowded Scene (9 people)
14.83,875,Crowded Scene (8 people)
14.85,876,Person 1676 Walking
14.85,876,Crowded Scene (8 people)
14.86,877,Person 1676 Walking
14.86,877,Person 1709 Walking
14.86,877,Crowded Scene (9 people)
14.88,878,Person 1676 Walking
14.88,878,Person 1709 Walking
14.88,878,Crowded Scene (9 people)
14.90,879,Person 1709 Walking
14.90,879,Crowded Scene (11 people)
14.92,880,Person 1709 Walking
14.92,880,Person 1733 Walking
14.92,880,Crowded Scene (11 people)
14.93,881,Person 1676 Walking
14.93,881,Person 1733 Walking
14.93,881,Crowded Scene (10 people)
14.95,882,Person 1676 Walking
14.95,882,Person 1733 Walking
14.95,882,Crowded Scene (10 people)
14.97,883,Person 1676 Walking
14.97,883,Person 1711 Walking
14.97,883,Crowded Scene (10 people)
14.98,884,Person 1676 Walking
14.98,884,Crowded Scene (12 people)
15.00,885,Person 1676 Walking
15.00,885,Person 1733 Walking
15.00,885,Crowded Scene (11 people)
15.02,886,Person 1733 Walking
15.02,886,Person 1750 Walking
15.02,886,Crowded Scene (12 people)
15.03,887,Person 1733 Walking
15.03,887,Crowded Scene (12 people)
15.05,888,Crowded Scene (12 people)
15.07,889,Person 1426 Walking
15.07,889,Crowded Scene (12 people)
15.08,890,Person 1412 Walking
15.08,890,Person 1426 Walking
15.08,890,Person 1753 Walking
15.08,890,Crowded Scene (14 people)
15.10,891,Person 1412 Walking
15.10,891,Person 1431 Walking
15.10,891,Person 1753 Walking
15.10,891,Crowded Scene (14 people)
15.12,892,Person 1676 Walking
15.12,892,Person 1412 Walking
15.12,892,Person 1431 Walking
15.12,892,Person 1763 Walking
15.12,892,Crowded Scene (15 people)
15.14,893,Person 1676 Walking
15.14,893,Person 1426 Walking
15.14,893,Person 1431 Walking
15.14,893,Person 1671 Walking
15.14,893,Crowded Scene (15 people)
15.15,894,Person 1676 Walking
15.15,894,Person 1412 Walking
15.15,894,Person 1426 Walking
15.15,894,Person 1750 Walking
15.15,894,Person 1763 Walking
15.15,894,Crowded Scene (15 people)
15.17,895,Person 1676 Walking
15.17,895,Person 1412 Walking
15.17,895,Person 1426 Walking
15.17,895,Person 1431 Walking
15.17,895,Person 1274 Walking
15.17,895,Person 1671 Walking
15.17,895,Crowded Scene (15 people)
15.19,896,Person 1676 Walking
15.19,896,Person 1412 Walking
15.19,896,Person 1426 Walking
15.19,896,Person 1431 Walking
15.19,896,Person 1274 Walking
15.19,896,Vehicle 1713 Stopping
15.19,896,Crowded Scene (15 people)
15.20,897,Person 1676 Walking
15.20,897,Person 1426 Walking
15.20,897,Person 1431 Walking
15.20,897,Person 1274 Walking
15.20,897,Vehicle 1707 Stopping
15.20,897,Vehicle 1713 Stopping
15.20,897,Person 1750 Walking
15.20,897,Crowded Scene (15 people)
15.22,898,Person 1412 Walking
15.22,898,Person 1426 Walking
15.22,898,Person 1431 Walking
15.22,898,Vehicle 1707 Stopping
15.22,898,Vehicle 1713 Stopping
15.22,898,Person 1671 Walking
15.22,898,Crowded Scene (15 people)
15.24,899,Person 1431 Walking
15.24,899,Person 1274 Walking
15.24,899,Vehicle 1707 Stopping
15.24,899,Vehicle 1713 Stopping
15.24,899,Crowded Scene (15 people)
15.25,900,Person 1274 Walking
15.25,900,Vehicle 1707 Stopping
15.25,900,Vehicle 1713 Stopping
15.25,900,Person 1763 Walking
15.25,900,Crowded Scene (14 people)
15.27,901,Person 1274 Walking
15.27,901,Vehicle 1707 Stopping
15.27,901,Vehicle 1713 Stopping
15.27,901,Person 1753 Walking
15.27,901,Crowded Scene (14 people)
15.29,902,Person 1274 Walking
15.29,902,Vehicle 1707 Stopping
15.29,902,Vehicle 1713 Stopping
15.29,902,Person 1753 Walking
15.29,902,Person 1763 Walking
15.29,902,Crowded Scene (14 people)
15.31,903,Person 1412 Walking
15.31,903,Person 1274 Walking
15.31,903,Vehicle 1707 Stopping
15.31,903,Person 1763 Walking
15.31,903,Crowded Scene (14 people)
15.32,904,Person 1412 Walking
15.32,904,Person 1426 Walking
15.32,904,Person 1274 Walking
15.32,904,Vehicle 1707 Stopping
15.32,904,Person 1753 Walking
15.32,904,Crowded Scene (14 people)
15.34,905,Vehicle 1707 Stopping
15.34,905,Crowded Scene (13 people)
15.36,906,Vehicle 1707 Stopping
15.36,906,Person 1763 Walking
15.36,906,Person 1671 Walking
15.36,906,Person 1791 Walking
15.36,906,Crowded Scene (13 people)
15.37,907,Person 1431 Walking
15.37,907,Vehicle 1707 Stopping
15.37,907,Person 1793 Walking
15.37,907,Crowded Scene (13 people)
15.39,908,Person 1431 Walking
15.39,908,Vehicle 1707 Stopping
15.39,908,Person 1793 Walking
15.39,908,Crowded Scene (13 people)
15.41,909,Person 1431 Walking
15.41,909,Vehicle 1707 Stopping
15.41,909,Person 1762 Walking
15.41,909,Crowded Scene (14 people)
15.42,910,Person 1431 Walking
15.42,910,Vehicle 1707 Stopping
15.42,910,Person 1753 Walking
15.42,910,Vehicle 1756 Stopping
15.42,910,Person 1762 Walking
15.42,910,Crowded Scene (14 people)
15.44,911,Person 1431 Walking
15.44,911,Vehicle 1707 Stopping
15.44,911,Vehicle 1756 Stopping
15.44,911,Person 1762 Walking
15.44,911,Person 1798 Walking
15.44,911,Crowded Scene (15 people)
15.46,912,Vehicle 1707 Stopping
15.46,912,Vehicle 1756 Stopping
15.46,912,Person 1762 Walking
15.46,912,Person 1763 Walking
15.46,912,Person 1798 Walking
15.46,912,Crowded Scene (15 people)
15.47,913,Vehicle 1756 Stopping
15.47,913,Person 1762 Walking
15.47,913,Crowded Scene (16 people)
15.49,914,Person 1753 Walking
15.49,914,Vehicle 1756 Stopping
15.49,914,Person 1763 Walking
15.49,914,Person 1806 Walking
15.49,914,Crowded Scene (15 people)
15.51,915,Vehicle 1756 Stopping
15.51,915,Person 1763 Walking
15.51,915,Person 1806 Walking
15.51,915,Crowded Scene (15 people)
15.53,916,Person 1753 Walking
15.53,916,Vehicle 1756 Stopping
15.53,916,Crowded Scene (14 people)
15.54,917,Person 1743 Walking
15.54,917,Person 1753 Walking
15.54,917,Vehicle 1756 Stopping
15.54,917,Crowded Scene (14 people)
15.56,918,Person 1753 Walking
15.56,918,Vehicle 1756 Stopping
15.56,918,Crowded Scene (14 people)
15.58,919,Person 1743 Walking
15.58,919,Person 1753 Walking
15.58,919,Crowded Scene (13 people)
15.59,920,Person 1743 Walking
15.59,920,Person 1753 Walking
15.59,920,Person 1763 Walking
15.59,920,Crowded Scene (12 people)
15.61,921,Person 1743 Walking
15.61,921,Person 1753 Walking
15.61,921,Person 1763 Walking
15.61,921,Crowded Scene (12 people)
15.63,922,Person 1742 Walking
15.63,922,Person 1743 Walking
15.63,922,Person 1753 Walking
15.63,922,Person 1758 Walking
15.63,922,Person 1763 Walking
15.63,922,Crowded Scene (12 people)
15.64,923,Person 1742 Walking
15.64,923,Person 1743 Walking
15.64,923,Crowded Scene (11 people)
15.66,924,Person 1742 Walking
15.66,924,Person 1749 Walking
15.66,924,Crowded Scene (10 people)
15.68,925,Person 1742 Walking
15.68,925,Person 1749 Walking
15.68,925,Person 1758 Walking
15.68,925,Crowded Scene (11 people)
15.69,926,Person 1742 Walking
15.69,926,Person 1758 Walking
15.69,926,Person 1820 Walking
15.69,926,Crowded Scene (10 people)
15.71,927,Person 1742 Walking
15.71,927,Person 1758 Walking
15.71,927,Person 1820 Walking
15.71,927,Crowded Scene (10 people)
15.73,928,Person 1763 Walking
15.73,928,Person 1820 Walking
15.73,928,Crowded Scene (10 people)
15.75,929,Person 1763 Walking
15.75,929,Person 1820 Walking
15.75,929,Crowded Scene (10 people)
15.76,930,Person 1676 Walking
15.76,930,Crowded Scene (8 people)
15.78,931,Person 1676 Walking
15.78,931,Crowded Scene (8 people)
15.80,932,Person 1676 Walking
15.80,932,Person 1825 Walking
15.80,932,Crowded Scene (8 people)
15.81,933,Person 1676 Walking
15.81,933,Crowded Scene (8 people)
15.83,934,Person 1676 Walking
15.83,934,Crowded Scene (9 people)
15.85,935,Person 1676 Walking
15.85,935,Person 1838 Walking
15.85,935,Crowded Scene (9 people)
15.86,936,Person 1825 Walking
15.86,936,Person 1838 Walking
15.86,936,Crowded Scene (9 people)
15.88,937,Person 1838 Walking
15.88,937,Crowded Scene (9 people)
15.90,938,Person 1791 Walking
15.90,938,Person 1793 Walking
15.90,938,Person 1825 Walking
15.90,938,Person 1838 Walking
15.90,938,Crowded Scene (10 people)
15.92,939,Person 1431 Walking
15.92,939,Person 1791 Walking
15.92,939,Person 1793 Walking
15.92,939,Crowded Scene (10 people)
15.93,940,Person 1431 Walking
15.93,940,Person 1791 Walking
15.93,940,Person 1793 Walking
15.93,940,Person 1853 Walking
15.93,940,Crowded Scene (11 people)
15.95,941,Person 1676 Walking
15.95,941,Person 1431 Walking
15.95,941,Person 1791 Walking
15.95,941,Person 1793 Walking
15.95,941,Person 1806 Walking
15.95,941,Person 1763 Walking
15.95,941,Crowded Scene (12 people)
15.97,942,Person 1676 Walking
15.97,942,Person 1431 Walking
15.97,942,Person 1791 Walking
15.97,942,Person 1793 Walking
15.97,942,Person 1806 Walking
15.97,942,Person 1763 Walking
15.97,942,Crowded Scene (12 people)
15.98,943,Person 1676 Walking
15.98,943,Person 1431 Walking
15.98,943,Person 1806 Walking
15.98,943,Person 1848 Walking
15.98,943,Person 1763 Walking
15.98,943,Crowded Scene (12 people)
16.00,944,Person 1676 Walking
16.00,944,Person 1791 Walking
16.00,944,Person 1806 Walking
16.00,944,Person 1838 Walking
16.00,944,Person 1763 Walking
16.00,944,Crowded Scene (11 people)
16.02,945,Person 1676 Walking
16.02,945,Person 1806 Walking
16.02,945,Person 1853 Walking
16.02,945,Crowded Scene (11 people)
16.03,946,Person 1676 Walking
16.03,946,Person 1838 Walking
16.03,946,Person 1853 Walking
16.03,946,Crowded Scene (11 people)
16.05,947,Person 1676 Walking
16.05,947,Person 1791 Walking
16.05,947,Crowded Scene (9 people)
16.07,948,Crowded Scene (8 people)
16.08,949,Person 1431 Walking
16.08,949,Crowded Scene (8 people)
16.10,950,Person 1431 Walking
16.10,950,Person 1853 Walking
16.10,950,Crowded Scene (9 people)
16.12,951,Person 1431 Walking
16.12,951,Person 1853 Walking
16.12,951,Person 1763 Walking
16.12,951,Person 1876 Walking
16.12,951,Crowded Scene (9 people)
16.14,952,Person 1431 Walking
16.14,952,Person 1806 Walking
16.14,952,Person 1853 Walking
16.14,952,Person 1763 Walking
16.14,952,Person 1876 Walking
16.14,952,Crowded Scene (8 people)
16.15,953,Person 1676 Walking
16.15,953,Person 1431 Walking
16.15,953,Person 1806 Walking
16.15,953,Person 1853 Walking
16.15,953,Person 1763 Walking
16.15,953,Person 1876 Walking
16.15,953,Crowded Scene (8 people)
16.17,954,Person 1676 Walking
16.17,954,Person 1431 Walking
16.17,954,Person 1806 Walking
16.17,954,Crowded Scene (6 people)
16.19,955,Person 1676 Walking
16.19,955,Person 1431 Walking
16.19,955,Person 1806 Walking
16.19,955,Person 1763 Walking
16.19,955,Crowded Scene (7 people)
16.20,956,Person 1676 Walking
16.20,956,Person 1806 Walking
16.20,956,Crowded Scene (7 people)
16.22,957,Person 1806 Walking
16.22,957,Person 1763 Walking
16.22,957,Crowded Scene (7 people)
16.24,958,Person 1806 Walking
16.24,958,Person 1763 Walking
16.24,958,Crowded Scene (7 people)
16.25,959,Person 1676 Walking
16.25,959,Person 1763 Walking
16.25,959,Crowded Scene (7 people)
16.27,960,Person 1676 Walking
16.27,960,Crowded Scene (6 people)
16.29,961,Person 1676 Walking
16.29,961,Crowded Scene (6 people)
16.31,962,Person 1676 Walking
16.31,962,Crowded Scene (6 people)
16.32,963,Crowded Scene (5 people)
16.36,965,Person 1848 Walking
16.36,965,Crowded Scene (5 people)
16.37,966,Person 1848 Walking
16.37,966,Crowded Scene (5 people)
16.39,967,Person 1876 Walking
16.41,968,Person 1431 Walking
16.42,969,Person 1431 Walking
16.42,969,Person 1876 Walking
16.44,970,Person 1876 Walking
16.46,971,Person 1806 Walking
16.46,971,Person 1876 Walking
16.47,972,Person 1431 Walking
16.47,972,Person 1806 Walking
16.47,972,Person 1876 Walking
16.49,973,Person 1431 Walking
16.49,973,Person 1806 Walking
16.49,973,Person 1876 Walking
16.51,974,Person 1431 Walking
16.51,974,Person 1806 Walking
16.53,975,Person 1806 Walking
16.54,976,Person 1806 Walking
16.56,977,Person 1806 Walking
16.58,978,Person 1806 Walking
16.58,978,Person 1916 Walking
16.59,979,Person 1806 Walking
16.59,979,Person 1916 Walking
16.68,984,Person 1916 Walking
16.69,985,Person 1916 Walking
16.71,986,Person 1916 Walking
16.73,987,Person 1916 Walking
16.73,987,Crowded Scene (5 people)
16.75,988,Crowded Scene (6 people)
16.76,989,Vehicle 1851 Stopping
16.76,989,Crowded Scene (6 people)
16.78,990,Vehicle 1851 Stopping
16.78,990,Person 1927 Walking
16.78,990,Person 1932 Walking
16.78,990,Crowded Scene (6 people)
16.80,991,Vehicle 1880 Stopping
16.80,991,Vehicle 1851 Stopping
16.80,991,Person 1927 Walking
16.80,991,Crowded Scene (6 people)
16.81,992,Vehicle 1880 Stopping
16.81,992,Vehicle 1851 Stopping
16.81,992,Person 1927 Walking
16.81,992,Crowded Scene (7 people)
16.83,993,Vehicle 1880 Stopping
16.83,993,Vehicle 1851 Stopping
16.83,993,Person 1944 Walking
16.83,993,Crowded Scene (8 people)
16.85,994,Vehicle 1880 Stopping
16.85,994,Vehicle 1851 Stopping
16.85,994,Person 1927 Walking
16.85,994,Crowded Scene (9 people)
16.86,995,Vehicle 1880 Stopping
16.86,995,Vehicle 1851 Stopping
16.86,995,Person 1927 Walking
16.86,995,Person 1831 Walking
16.86,995,Crowded Scene (10 people)
16.88,996,Vehicle 1880 Stopping
16.88,996,Person 1927 Walking
16.88,996,Person 1932 Walking
16.88,996,Person 1950 Walking
16.88,996,Crowded Scene (10 people)
16.90,997,Vehicle 1880 Stopping
16.90,997,Person 1927 Walking
16.90,997,Person 1944 Walking
16.90,997,Person 1950 Walking
16.90,997,Crowded Scene (11 people)
16.92,998,Vehicle 1880 Stopping
16.92,998,Person 1944 Walking
16.92,998,Person 1946 Walking
16.92,998,Person 1950 Walking
16.92,998,Crowded Scene (11 people)
16.93,999,Person 1916 Walking
16.93,999,Person 1944 Walking
16.93,999,Person 1946 Walking
16.93,999,Crowded Scene (11 people)
16.95,1000,Person 1916 Walking
16.95,1000,Person 1932 Walking
16.95,1000,Crowded Scene (11 people)
16.97,1001,Person 1916 Walking
16.97,1001,Person 1946 Walking
16.97,1001,Crowded Scene (11 people)
16.98,1002,Person 1916 Walking
16.98,1002,Person 1927 Walking
16.98,1002,Person 1946 Walking
16.98,1002,Crowded Scene (11 people)
17.00,1003,Person 1916 Walking
17.00,1003,Person 1927 Walking
17.00,1003,Person 1946 Walking
17.00,1003,Person 1950 Walking
17.00,1003,Crowded Scene (11 people)
17.02,1004,Person 1927 Walking
17.02,1004,Person 1950 Walking
17.02,1004,Person 1831 Walking
17.02,1004,Person 1957 Walking
17.02,1004,Crowded Scene (10 people)
17.03,1005,Person 1927 Walking
17.03,1005,Person 1944 Walking
17.03,1005,Person 1950 Walking
17.03,1005,Person 1831 Walking
17.03,1005,Person 1957 Walking
17.03,1005,Crowded Scene (10 people)
17.05,1006,Person 1927 Walking
17.05,1006,Person 1944 Walking
17.05,1006,Person 1950 Walking
17.05,1006,Crowded Scene (9 people)
17.07,1007,Person 1927 Walking
17.07,1007,Person 1944 Walking
17.07,1007,Crowded Scene (8 people)
17.08,1008,Person 1944 Walking
17.08,1008,Crowded Scene (8 people)
17.10,1009,Crowded Scene (8 people)
17.12,1010,Person 1946 Walking
17.12,1010,Crowded Scene (8 people)
17.14,1011,Crowded Scene (8 people)
17.15,1012,Person 1950 Walking
17.15,1012,Crowded Scene (9 people)
17.17,1013,Person 1950 Walking
17.17,1013,Crowded Scene (8 people)
17.19,1014,Person 1950 Walking
17.19,1014,Crowded Scene (7 people)
17.20,1015,Person 1944 Walking
17.20,1015,Person 1950 Walking
17.20,1015,Crowded Scene (8 people)
17.22,1016,Person 1927 Walking
17.22,1016,Person 1940 Walking
17.22,1016,Person 1950 Walking
17.22,1016,Crowded Scene (8 people)
17.24,1017,Person 1927 Walking
17.24,1017,Person 1940 Walking
17.24,1017,Crowded Scene (8 people)
17.25,1018,Person 1927 Walking
17.25,1018,Crowded Scene (7 people)
17.27,1019,Person 1927 Walking
17.27,1019,Crowded Scene (7 people)
17.29,1020,Person 1927 Walking
17.29,1020,Person 1985 Walking
17.29,1020,Crowded Scene (7 people)
17.31,1021,Person 1916 Walking
17.31,1021,Crowded Scene (7 people)
17.32,1022,Person 1916 Walking
17.32,1022,Person 1985 Walking
17.32,1022,Person 1993 Walking
17.32,1022,Crowded Scene (7 people)
17.34,1023,Person 1978 Walking
17.34,1023,Person 1985 Walking
17.34,1023,Crowded Scene (6 people)
17.36,1024,Person 1985 Walking
17.36,1024,Person 1950 Walking
17.36,1024,Crowded Scene (7 people)
17.37,1025,Person 1985 Walking
17.37,1025,Person 1950 Walking
17.37,1025,Crowded Scene (7 people)
17.39,1026,Person 1985 Walking
17.39,1026,Person 1993 Walking
17.39,1026,Person 1950 Walking
17.39,1026,Crowded Scene (7 people)
17.41,1027,Person 1927 Walking
17.41,1027,Person 1993 Walking
17.41,1027,Person 1950 Walking
17.41,1027,Crowded Scene (7 people)
17.42,1028,Person 1927 Walking
17.42,1028,Person 1993 Walking
17.42,1028,Person 2003 Walking
17.42,1028,Person 1950 Walking
17.42,1028,Crowded Scene (7 people)
17.44,1029,Person 1927 Walking
17.44,1029,Person 2003 Walking
17.44,1029,Person 1950 Walking
17.44,1029,Crowded Scene (6 people)
17.46,1030,Person 1978 Walking
17.46,1030,Person 1985 Walking
17.46,1030,Person 2003 Walking
17.46,1030,Person 1950 Walking
17.46,1030,Crowded Scene (6 people)
17.47,1031,Person 5 Walking
17.47,1031,Person 1978 Walking
17.49,1032,Person 5 Walking
17.49,1032,Person 1978 Walking
17.49,1032,Person 1950 Walking
17.51,1033,Person 5 Walking
17.51,1033,Person 1978 Walking
17.51,1033,Person 1932 Walking
17.53,1034,Person 1932 Walking
17.56,1036,Person 5 Walking
17.56,1036,Crowded Scene (6 people)
17.58,1037,Person 5 Walking
17.58,1037,Crowded Scene (6 people)
17.59,1038,Person 1978 Walking
17.59,1038,Crowded Scene (7 people)
17.61,1039,Person 5 Walking
17.61,1039,Person 1978 Walking
17.61,1039,Crowded Scene (7 people)
17.63,1040,Person 1978 Walking
17.63,1040,Crowded Scene (8 people)
17.64,1041,Person 2040 Walking
17.64,1041,Crowded Scene (7 people)
17.66,1042,Crowded Scene (7 people)
17.68,1043,Crowded Scene (7 people)
17.69,1044,Person 2031 Walking
17.69,1044,Crowded Scene (7 people)
17.71,1045,Person 1971 Walking
17.71,1045,Person 1927 Walking
17.71,1045,Crowded Scene (9 people)
17.73,1046,Person 2045 Walking
17.73,1046,Person 1927 Walking
17.73,1046,Crowded Scene (9 people)
17.75,1047,Person 2045 Walking
17.75,1047,Crowded Scene (8 people)
17.76,1048,Person 1927 Walking
17.76,1048,Crowded Scene (9 people)
17.78,1049,Person 1985 Walking
17.78,1049,Crowded Scene (10 people)
17.80,1050,Person 1950 Walking
17.80,1050,Crowded Scene (10 people)
17.81,1051,Crowded Scene (10 people)
17.83,1052,Crowded Scene (10 people)
17.85,1053,Crowded Scene (10 people)
17.86,1054,Crowded Scene (10 people)
17.88,1055,Person 1932 Walking
17.88,1055,Crowded Scene (10 people)
17.90,1056,Person 1932 Walking
17.90,1056,Crowded Scene (10 people)
17.92,1057,Crowded Scene (9 people)
17.93,1058,Person 2031 Walking
17.93,1058,Crowded Scene (9 people)
17.95,1059,Person 2031 Walking
17.95,1059,Crowded Scene (9 people)
17.97,1060,Person 2031 Walking
17.97,1060,Crowded Scene (9 people)
17.98,1061,Person 2030 Walking
17.98,1061,Person 2031 Walking
17.98,1061,Crowded Scene (10 people)
18.00,1062,Person 2031 Walking
18.00,1062,Person 2064 Walking
18.00,1062,Crowded Scene (9 people)
18.02,1063,Crowded Scene (8 people)
18.03,1064,Crowded Scene (8 people)
18.05,1065,Person 2064 Walking
18.05,1065,Crowded Scene (8 people)
18.07,1066,Person 2040 Walking
18.07,1066,Crowded Scene (8 people)
18.08,1067,Person 2040 Walking
18.08,1067,Crowded Scene (8 people)
18.10,1068,Person 2040 Walking
18.10,1068,Person 1971 Walking
18.10,1068,Person 2064 Walking
18.10,1068,Crowded Scene (8 people)
18.12,1069,Person 2040 Walking
18.12,1069,Crowded Scene (9 people)
18.14,1070,Person 2040 Walking
18.14,1070,Crowded Scene (9 people)
18.15,1071,Person 2040 Walking
18.15,1071,Person 2064 Walking
18.15,1071,Crowded Scene (8 people)
18.17,1072,Person 2064 Walking
18.17,1072,Crowded Scene (8 people)
18.19,1073,Person 2064 Walking
18.19,1073,Crowded Scene (8 people)
18.20,1074,Crowded Scene (7 people)
18.22,1075,Crowded Scene (7 people)
18.24,1076,Person 1927 Walking
18.24,1076,Crowded Scene (7 people)
18.25,1077,Person 1927 Walking
18.25,1077,Person 1950 Walking
18.25,1077,Person 2064 Walking
18.25,1077,Crowded Scene (9 people)
18.27,1078,Person 1927 Walking
18.27,1078,Person 2049 Walking
18.27,1078,Person 1950 Walking
18.27,1078,Vehicle 2057 Stopping
18.27,1078,Person 2064 Walking
18.27,1078,Crowded Scene (9 people)
18.29,1079,Person 1927 Walking
18.29,1079,Person 2049 Walking
18.29,1079,Vehicle 2057 Stopping
18.29,1079,Crowded Scene (9 people)
18.31,1080,Person 2040 Walking
18.31,1080,Person 1927 Walking
18.31,1080,Person 1985 Walking
18.31,1080,Vehicle 2057 Stopping
18.31,1080,Crowded Scene (9 people)
18.32,1081,Person 2040 Walking
18.32,1081,Person 1927 Walking
18.32,1081,Person 1985 Walking
18.32,1081,Person 1950 Walking
18.32,1081,Vehicle 2057 Stopping
18.32,1081,Person 2095 Walking
18.32,1081,Crowded Scene (9 people)
18.34,1082,Person 2040 Walking
18.34,1082,Person 1927 Walking
18.34,1082,Person 1985 Walking
18.34,1082,Person 1950 Walking
18.34,1082,Vehicle 2057 Stopping
18.34,1082,Crowded Scene (9 people)
18.36,1083,Person 2040 Walking
18.36,1083,Person 1985 Walking
18.36,1083,Person 1950 Walking
18.36,1083,Vehicle 2057 Stopping
18.36,1083,Crowded Scene (9 people)
18.37,1084,Person 2040 Walking
18.37,1084,Person 1950 Walking
18.37,1084,Vehicle 2057 Stopping
18.37,1084,Person 2084 Walking
18.37,1084,Crowded Scene (7 people)
18.39,1085,Person 1950 Walking
18.39,1085,Person 2084 Walking
18.39,1085,Crowded Scene (6 people)
18.41,1086,Person 1950 Walking
18.41,1086,Vehicle 2066 Stopping
18.41,1086,Person 2084 Walking
18.41,1086,Crowded Scene (6 people)
18.42,1087,Person 1950 Walking
18.42,1087,Vehicle 2066 Stopping
18.42,1087,Person 2084 Walking
18.42,1087,Person 2064 Walking
18.42,1087,Crowded Scene (9 people)
18.44,1088,Vehicle 2066 Stopping
18.44,1088,Person 2084 Walking
18.44,1088,Crowded Scene (9 people)
18.46,1089,Vehicle 2066 Stopping
18.46,1089,Person 2084 Walking
18.46,1089,Crowded Scene (9 people)
18.47,1090,Person 2040 Walking
18.47,1090,Person 1927 Walking
18.47,1090,Vehicle 2066 Stopping
18.47,1090,Crowded Scene (10 people)
18.49,1091,Person 2040 Walking
18.49,1091,Person 1927 Walking
18.49,1091,Vehicle 2066 Stopping
18.49,1091,Crowded Scene (10 people)
18.51,1092,Person 2040 Walking
18.51,1092,Person 1927 Walking
18.51,1092,Vehicle 2066 Stopping
18.51,1092,Person 2111 Walking
18.51,1092,Crowded Scene (11 people)
18.53,1093,Person 2040 Walking
18.53,1093,Person 1927 Walking
18.53,1093,Vehicle 2066 Stopping
18.53,1093,Person 2111 Walking
18.53,1093,Person 2064 Walking
18.53,1093,Person 2122 Walking
18.53,1093,Crowded Scene (11 people)
18.54,1094,Person 1927 Walking
18.54,1094,Person 1950 Walking
18.54,1094,Vehicle 2066 Stopping
18.54,1094,Person 2111 Walking
18.54,1094,Person 2064 Walking
18.54,1094,Person 2122 Walking
18.54,1094,Crowded Scene (11 people)
18.56,1095,Person 1950 Walking
18.56,1095,Vehicle 2066 Stopping
18.56,1095,Person 2064 Walking
18.56,1095,Person 2122 Walking
18.56,1095,Crowded Scene (11 people)
18.58,1096,Person 1950 Walking
18.58,1096,Vehicle 2066 Stopping
18.58,1096,Person 2110 Walking
18.58,1096,Person 2122 Walking
18.58,1096,Crowded Scene (10 people)
18.59,1097,Person 1950 Walking
18.59,1097,Vehicle 2066 Stopping
18.59,1097,Person 2110 Walking
18.59,1097,Person 1971 Walking
18.59,1097,Crowded Scene (11 people)
18.61,1098,Person 1950 Walking
18.61,1098,Vehicle 2066 Stopping
18.61,1098,Person 2110 Walking
18.61,1098,Person 2111 Walking
18.61,1098,Person 1971 Walking
18.61,1098,Crowded Scene (12 people)
18.63,1099,Person 2040 Walking
18.63,1099,Person 1950 Walking
18.63,1099,Person 2110 Walking
18.63,1099,Person 2111 Walking
18.63,1099,Person 1971 Walking
18.63,1099,Crowded Scene (12 people)
18.64,1100,Person 2040 Walking
18.64,1100,Person 1950 Walking
18.64,1100,Person 2111 Walking
18.64,1100,Person 1971 Walking
18.64,1100,Crowded Scene (13 people)
18.66,1101,Person 2084 Walking
18.66,1101,Person 2119 Walking
18.66,1101,Person 1971 Walking
18.66,1101,Crowded Scene (13 people)
18.68,1102,Person 2119 Walking
18.68,1102,Crowded Scene (13 people)
18.69,1103,Person 2040 Walking
18.69,1103,Person 2084 Walking
18.69,1103,Person 2119 Walking
18.69,1103,Person 2130 Walking
18.69,1103,Person 2138 Walking
18.69,1103,Person 1971 Walking
18.69,1103,Crowded Scene (15 people)
18.71,1104,Person 2130 Walking
18.71,1104,Crowded Scene (14 people)
18.73,1105,Person 2119 Walking
18.73,1105,Person 2138 Walking
18.73,1105,Crowded Scene (14 people)
18.75,1106,Person 2084 Walking
18.75,1106,Person 2130 Walking
18.75,1106,Person 1971 Walking
18.75,1106,Crowded Scene (14 people)
18.76,1107,Person 2084 Walking
18.76,1107,Person 2138 Walking
18.76,1107,Person 2154 Walking
18.76,1107,Crowded Scene (14 people)
18.78,1108,Person 2084 Walking
18.78,1108,Person 2119 Walking
18.78,1108,Person 1971 Walking
18.78,1108,Person 2145 Walking
18.78,1108,Crowded Scene (14 people)
18.80,1109,Person 1927 Walking
18.80,1109,Vehicle 2059 Stopping
18.80,1109,Person 2119 Walking
